artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lana Del Rey,"['art pop', 'pop']",Diet Mountain Dew,6BFnRhvKCclDQOajt8dBGi,66,2012,0.442,0.68,10,-5.971,0,0.0858,0.284,0.0,0.421,0.601,176.09,222920,4
Justin Bieber,"['canadian pop', 'pop']",Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,74,2012,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Fight the Feeling,2w9htZtkcbR48NCWzXjfvb,68,2012,0.569,0.881,11,-5.873,0,0.365,0.111,0.0,0.655,0.811,148.067,301769,4
Katy Perry,"['dance pop', 'pop']",Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,76,2012,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
Pierce The Veil,[],Hold On Till May,5u2FOoFhp495GIj5BJC77J,65,2012,0.46,0.91,3,-3.71,1,0.0525,0.000585,0.00155,0.0735,0.327,73.019,278587,4
Taylor Swift,['pop'],All Too Well,1q3RiD1tIWUpGsNFADMlvl,64,2012,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06,327893,4
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,75,2012,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253,4
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",Survival Tactics,4pNT8XTKWb2vhcsqwzdXCT,69,2012,0.53,0.843,1,-2.271,1,0.39,0.428,0.0,0.164,0.919,199.946,202785,4
Katy Perry,"['dance pop', 'pop']",Firework,4lCv7b86sLynZbXhfScfm2,72,2012,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,69,2012,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947,4
MARINA,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",How to Be a Heartbreaker,2sEk5R8ErGIFxbZ7rX6S2S,71,2012,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
Victorious Cast,"['dance pop', 'post-teen pop']",Take A Hint (feat. Victoria Justice & Elizabeth Gillies),1T20tqHKrePjszGOdbFOEd,65,2012,0.727,0.86,3,-2.712,1,0.0641,0.00443,0.0,0.0718,0.747,133.995,154000,4
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",Righteous Minds,7dFGkZbmm6cVlI28bfMaWE,69,2012,0.809,0.638,8,-5.646,0,0.28,0.262,0.0,0.453,0.608,94.893,224043,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Crack Rock,5lcyIeEfwZTs8Ajw3kdF7P,66,2012,0.429,0.736,5,-8.017,1,0.222,0.0696,0.0,0.0852,0.379,89.262,224147,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Kiss You,4My8w8AA1JpG6E5SiAPvJL,74,2012,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,182867,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,74,2012,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,4
Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rack City,0srwKuJPH8yBzzFUJMBQM2,65,2012,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200,4
P!nk,"['dance pop', 'pop']",Try,1jF7IL57ayN4Ity3jQqGu0,77,2012,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,247907,4
Justin Bieber,"['canadian pop', 'pop']",Beauty And A Beat,6QFCMUUq1T2Vf5sFUXcuQ7,71,2012,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4
Taylor Swift,['pop'],22,6ce41JVa6KFaryfmC2bu2W,71,2012,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120,4
Romeo Santos,['bachata'],Promise (feat. Usher),0jr6tT2vc4cIFPHb6wufG3,69,2012,0.764,0.739,1,-6.422,1,0.0574,0.403,0.0,0.0821,0.77,132.995,252253,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Thing,5G2c6FsfTzgYUzageCmfXY,73,2012,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,4
Katy Perry,"['dance pop', 'pop']",Part Of Me,6yARPLK0PV4heEyh7pVMGz,68,2012,0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,216160,4
Lupe Fiasco,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",Battle Scars (with Guy Sebastian),1hWYT0w2R0J19rlVkiez7X,69,2012,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269,250320,4
Black Veil Brides,"['alternative metal', 'metalcore', 'modern rock', 'screamo']",In The End,1RTYixE1DD3g3upEpmCJpa,71,2012,0.442,0.939,8,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,228280,4
Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",How Many Drinks?,5ctk3VJoHoURSiwkCJn2bf,65,2012,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,272987,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",They Don't Know About Us,6M31fPFCYB8Job3MCjjrDV,77,2012,0.514,0.727,0,-6.131,1,0.0492,0.126,0.0,0.0978,0.37,147.917,200400,4
Thousand Foot Krutch,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'rap metal', 'rap rock']",Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,72,2012,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,236898,4
The Taxpayers,"['anti-folk', 'folk punk', 'portland punk']",I Love You Like An Alcoholic,7u63zva845rv8tRFi9FG8a,69,2012,0.61,0.424,4,-6.489,0,0.0311,0.384,0.000148,0.11,0.207,108.416,215933,4
Halestorm,"['alternative metal', 'nu metal', 'post-grunge']",I Miss the Misery,3gmEzilP9BzF45wIMvA16l,64,2012,0.469,0.969,0,-2.219,1,0.0589,0.009,1.11e-05,0.346,0.476,164.042,183507,4
Easton Corbin,"['contemporary country', 'country', 'country road', 'modern country rock']",All Over The Road,6XD3HMATLswheYevIfKkSi,65,2012,0.491,0.841,5,-3.579,1,0.0421,0.0471,0.0,0.0886,0.721,199.851,163067,4
Dierks Bentley,"['contemporary country', 'country', 'country road']",5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,65,2012,0.554,0.849,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.683,116.992,182893,4
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Round Here,5T6DM9qjjngWnukcw0svkX,64,2012,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4
Alex G,"['indie pop', 'philly indie']",Advice,2XwcKJW9Q0gaDIZzg0dKQt,66,2012,0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.073,157973,4
Jason Aldean,"['contemporary country', 'country', 'country road']",When She Says Baby,3gVRILe7XCyNakb6sy5umX,63,2012,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,171120,4
Taylor Swift,['pop'],We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,75,2012,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,4
Modern Baseball,"['alternative emo', 'emo', 'philly indie', 'pop punk']",Tears Over Beers,7hPLPHeKbwJrsuDHv4BCTA,66,2012,0.286,0.63,1,-7.051,1,0.0661,0.000834,0.000752,0.107,0.313,179.975,168750,3
Rockwell,[],Somebody's Watching Me,2H2379xRxgQVvcOSoL8Ajr,62,2012,0.792,0.62,1,-6.204,0,0.0344,0.123,4.12e-05,0.0548,0.843,123.933,293933,4
Mitski,"['brooklyn indie', 'indie pop', 'pop']",Brand New City,47k7FCxk7ylTwKCnJ3QTVc,69,2012,0.482,0.829,5,-5.956,0,0.0587,0.0499,0.0,0.0824,0.657,148.119,132773,4
Miracle Musical,['indie pop'],Dream Sweet in Sea Major,3RznzRnsl8mzP63l4AF2M7,66,2012,0.341,0.426,0,-11.194,1,0.0416,0.919,0.0673,0.106,0.187,169.986,420012,4
The Wanted,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'uk pop']",Glad You Came,3AGOgQzp0YcPH41u9p7dOp,63,2012,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,198187,4
Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",High School,6bzwoiUt0s1KDOedyy4OtQ,63,2012,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,218747,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,62,2012,0.759,0.782,11,-6.975,0,0.0741,0.000589,0.0,0.35,0.507,131.04,352853,4
WALK THE MOON,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",Anna Sun,3e0yTP5trHBBVvV32jwXqF,64,2012,0.472,0.844,10,-6.578,1,0.054,0.00173,0.0,0.24,0.34,140.034,321280,4
PSY,"['k-pop', 'k-rap', 'korean old school hip hop']",Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,74,2012,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4
Kanye West,"['chicago rap', 'rap']",Clique,65rRB2mspD309xE6YimZTl,67,2012,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,5
Beach House,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",Myth,2NfxtzCIrpCmJX5Z2KMdD5,63,2012,0.445,0.708,3,-6.268,1,0.0293,0.032,0.0908,0.171,0.414,141.965,258653,4
Lana Del Rey,"['art pop', 'pop']",Diet Mountain Dew,4O9dZs2B0ilk4PEfX2bPEv,63,2012,0.595,0.696,10,-5.921,0,0.0417,0.276,0.0,0.411,0.533,88.013,222920,4
Calvin Harris,"['dance pop', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,72,2012,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4
3BallMTY,['trival'],Inténtalo (feat. América Sierra & El Bebeto),61aPpbJMAD5BjWkiHeX9R6,68,2012,0.792,0.917,9,-5.01,1,0.0686,0.215,3.28e-05,0.061,0.966,131.895,193533,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Bad Religion,2pMPWE7PJH1PizfgGRMnR9,66,2012,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,175453,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","Bitch, Don’t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,63,2012,0.631,0.791,1,-5.776,1,0.227,0.0545,0.0,0.226,0.123,133.672,278800,4
Taylor Swift,['pop'],I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,63,2012,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",Entombed,4bLCPfBLKlqiONo6TALTh5,65,2012,0.399,0.753,10,-3.882,1,0.0375,0.00593,0.128,0.366,0.167,130.055,299240,4
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",Mountain Sound,60ZGteAEtPCnGE6zevgUcd,62,2012,0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453,4
Odd Future,"['hip hop', 'rap']",Oldie,53dkS3h9uTNsWYZTPacnpx,65,2012,0.839,0.583,1,-5.941,1,0.268,0.239,0.0,0.262,0.564,87.99,636213,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",What You Need,7IpDQcksaT8SxS7vOX4SRm,67,2012,0.657,0.405,0,-8.637,0,0.0584,0.525,0.072,0.146,0.0673,133.895,196360,4
Lana Del Rey,"['art pop', 'pop']",Born To Die,487OPlneJNni3NWC8SYqhW,65,2012,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,285400,4
Lana Del Rey,"['art pop', 'pop']",National Anthem,1M0g1beKC4H9gbrOiSayHW,65,2012,0.532,0.899,0,-5.935,0,0.244,0.531,0.000146,0.0957,0.436,85.0,230520,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",The Question,6ABAUBmOyfPtAUU0IpEKJf,64,2012,0.736,0.583,10,-6.088,1,0.109,0.0555,0.00367,0.124,0.265,134.99,371871,4
Daughter,['shimmer pop'],Medicine,4TxJQDtvYHJcOBH6ONi6q2,63,2012,0.166,0.298,3,-12.439,1,0.032,0.106,0.206,0.572,0.207,78.437,258973,5
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Sierra Leone,1HwbgJAU9PZ7YbzKgVgoIF,66,2012,0.529,0.608,7,-7.809,1,0.0811,0.166,0.0185,0.109,0.616,125.017,148760,4
Bridgit Mendler,"['dance pop', 'pop', 'post-teen pop']",Hurricane,7gQ5c5HY6zMsIck6QLY9dJ,68,2012,0.757,0.825,7,-4.062,0,0.0701,0.0398,2.63e-06,0.0798,0.446,95.01,243987,4
Ne-Yo,"['dance pop', 'pop', 'urban contemporary']",Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,69,2012,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,4
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",No Lie,6j9iyrrmqWlQZ5SD1hSTaq,62,2012,0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108,237827,4
In This Moment,"['alternative metal', 'nu metal']",Whore,2tAzcTFry1OhmNERFjUR93,65,2012,0.604,0.883,11,-3.821,0,0.047,0.0254,0.0,0.0813,0.544,90.001,245533,4
The Living Tombstone,['fnaf'],Discord,6xqJ0XqDM9dVEW1jbm78wB,70,2012,0.677,0.83,8,-4.358,0,0.0452,0.00806,3.35e-05,0.0788,0.829,104.994,193776,4
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",Dirty Paws,5g7rJvWYVrloJZwKiShqlS,69,2012,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373,4
Alabama Shakes,"['alabama indie', 'modern blues rock', 'rock']",Hold On,1EuvOdyyzhFUP2z3gfr6xz,61,2012,0.574,0.667,5,-5.425,1,0.0301,0.206,0.352,0.0852,0.546,88.299,226187,4
Alex G,"['indie pop', 'philly indie']",Sarah,0Xmz2shisTG8peoqnFj5tu,62,2012,0.65,0.686,4,-5.198,0,0.0314,0.514,0.000188,0.138,0.497,124.023,176147,4
Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'pop']",Blown Away,0vFMQi8ZnOM2y8cuReZTZ2,64,2012,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133,4
Maroon 5,['pop'],Daylight,6TwfdLbaxTKzQi3AgsZNzx,62,2012,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Little Things,0TAmnCzOtqRfvA38DDLTjj,75,2012,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,219040,4
Maejor,['detroit hip hop'],Lights Down Low (feat. Waka Flocka Flame),0hkR93a0LriV2CQUhSXw3h,69,2012,0.716,0.858,7,-3.468,0,0.0422,0.0688,2.87e-06,0.0801,0.67,155.41,186120,4
Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Save That Shit,0uATCc7skXRKGBYp4FHdBZ,64,2012,0.545,0.826,1,-4.651,1,0.0491,0.138,0.0,0.338,0.487,140.02,213238,4
Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",Home,1EAgPzRbK9YmdOESSMUm6P,66,2012,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173,4
Lana Del Rey,"['art pop', 'pop']",Dark Paradise,2Y115i0IhELJhyyftvoSFt,64,2012,0.6,0.653,1,-8.309,0,0.0594,0.0953,0.0,0.122,0.43,119.994,243187,4
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",Bring It Back,6VWUOFXGwH1OgyPrfRONrn,66,2012,0.944,0.76,11,-4.355,0,0.0851,0.116,0.0,0.113,0.545,98.001,217907,4
Pierce The Veil,[],One Hundred Sleepless Nights,5TNX6rJ91T8PdEt94X50Y9,63,2012,0.293,0.932,3,-2.559,0,0.11,0.000141,0.000667,0.0648,0.514,122.739,221840,4
Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",Enemies,1SDl9wY1MqbpJQW0yKEWxL,65,2012,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,188093,4
Sammy Adams,"['indie pop rap', 'pop rap']",All Night Longer,1vNn7rVQT6UtEW1NGH53fT,62,2012,0.712,0.649,1,-4.753,1,0.063,0.000652,0.0,0.0683,0.616,127.028,177093,4
Jason Aldean,"['contemporary country', 'country', 'country road']",Night Train,5ytc87gcx6dZ4nWRNykinV,62,2012,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,232307,4
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Cowboys and Angels,5ksoJlQJtduEkwQTo7UN7X,62,2012,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,227720,4
Kolton Moore & the Clever Few,[],Mine All Mine,5gCBDJVkU7XHkh4b9i43hn,63,2012,0.534,0.336,8,-10.038,1,0.0286,0.56,0.0,0.0956,0.354,149.671,181560,4
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,63,2012,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
Turnpike Troubadours,['red dirt'],Good Lord Lorrie,0pghPocTwFg6ckBUs52SQ8,62,2012,0.555,0.649,7,-6.756,1,0.0284,0.274,0.0,0.301,0.581,78.994,301000,4
Odd Future,"['hip hop', 'rap']",White (feat. Frank Ocean),2gEmgpnxseKEVRTwkSGopN,64,2012,0.51,0.0671,3,-12.163,0,0.0689,0.744,0.0,0.166,0.197,106.017,122933,3
Katy Perry,"['dance pop', 'pop']",Part Of Me,1nZzRJbFvCEct3uzu04ZoL,75,2012,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4
Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Thrift Shop (feat. Wanz),7bYZBVrnRfqeaPbhRyEvK3,69,2012,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4
Taylor Swift,['pop'],Safe & Sound - from The Hunger Games Soundtrack,0z9UVN8VBHJ9HdfYsOuuNf,66,2012,0.471,0.3,7,-10.807,1,0.028,0.883,1.05e-05,0.0698,0.289,144.319,240067,4
Wisin & Yandel,"['electro latino', 'latin hip hop', 'reggaeton', 'trap latino']",Algo Me Gusta De Ti,2FqoR7diymD1Eh7cVb3DMg,76,2012,0.627,0.768,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,274947,4
The Living Tombstone,['fnaf'],Discord,611nlMA40SKg9gQ4pTVXT3,69,2012,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04e-05,0.081,0.8,104.987,193776,4
Muse,"['modern rock', 'permanent wave', 'rock']",Madness,0c4IEciLCDdXEhhKxj4ThA,68,2012,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,4
B.o.B,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",So Good,28GUjBGqZVcAV4PHSYzkj2,65,2012,0.66,0.9,7,-5.02,1,0.14,0.0403,0.0,0.219,0.591,85.51,213253,4
Lana Del Rey,"['art pop', 'pop']",Blue Jeans,2lFTzUnuGaWlWHJQokjRyb,63,2012,0.558,0.837,3,-4.405,1,0.0633,0.418,0.0,0.0821,0.488,117.963,209440,4
P!nk,"['dance pop', 'pop']",Blow Me (One Last Kiss),4k80K0b6KZ2QjAYkXON7q6,67,2012,0.597,0.919,7,-2.954,1,0.0439,0.000145,0.0,0.282,0.729,113.991,255587,4
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'pop', 'shoegaze']",Dreaming of You,4mYjDXwOUL8sxWepdrnE6U,62,2012,0.184,0.399,7,-14.904,1,0.0457,0.563,0.124,0.134,0.136,66.983,322219,3
Taylor Swift,['pop'],Red,0cITLOYn1Sv4q27zZPqlNK,61,2012,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,220827,4
P!nk,"['dance pop', 'pop']",True Love (feat. Lily Allen),1QNqrsNQ1JVLEwncov3lEY,71,2012,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205,230733,4
Lana Del Rey,"['art pop', 'pop']",Radio,4PMdq7Q7xOFrY424ZelZEb,61,2012,0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,214574,4
Taylor Swift,['pop'],We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo,60,2012,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Zone,46X8c9qJzpBLYcos3OX0CE,65,2012,0.619,0.521,3,-8.092,0,0.0744,0.26,0.000542,0.101,0.254,139.886,418507,4
fun.,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",Carry On,7gpy7sfWPNuOKmUNs3XQYE,61,2012,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278373,5
MARINA,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",Teen Idle,5B8N5rPOmTVVGpuBMK2Vby,66,2012,0.571,0.651,5,-6.26,1,0.0349,0.242,0.0,0.0938,0.374,121.202,254400,4
Calvin Harris,"['dance pop', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,71,2012,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
Karmin,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",Brokenhearted,4urcG6Nfubqsuqy3juMjBi,64,2012,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,227147,4
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",CASTLE OF GLASS,1r1fPuhj9H4VdXr7OK6FL5,73,2012,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,205400,4
Maroon 5,['pop'],Love Somebody,0HnaqUxvHP5LaWdmWwJpiS,61,2012,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,229813,4
Dirty Heads,"['reggae fusion', 'reggae rock']",Lay Me Down (feat. Sublime With Rome),4L0nc0tHfDjr3HlAm1EFeu,62,2012,0.672,0.747,7,-7.708,1,0.0904,0.0428,0.0,0.102,0.742,169.981,215147,4
The Wanted,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'uk pop']",Chasing The Sun,4b4c0oH7PtrPsI86drzgFs,70,2012,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,198800,4
Basement,"['alternative emo', 'dreamo', 'emo', 'melodic hardcore']",Covet,1AMADyXgIWayh5vXLZo2qF,63,2012,0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,227340,4
Romeo Santos,['bachata'],La Diabla,252UPuQsncbBFhTrx4Ytcc,70,2012,0.859,0.747,0,-4.176,1,0.0623,0.461,1.14e-06,0.34,0.882,124.966,239027,4
Tyler James Williams,[],Don't Run Away,6knXMt7UIPPJveAtsP1Dq4,64,2012,0.747,0.801,7,-6.172,0,0.0493,0.0783,0.0,0.0656,0.713,126.798,176253,4
Ca$h Out,"['atl hip hop', 'atl trap', 'deep southern trap', 'dirty south rap', 'futuristic swag', 'pop rap', 'southern hip hop', 'trap']",Cashin' Out,1POAx4NMLOBPVKZUSsBh92,60,2012,0.831,0.665,1,-3.627,0,0.0711,0.149,0.0,0.0636,0.663,129.989,238760,4
Julie Fowlis,"['celtic', 'puirt-a-beul', 'scottish folk']","Touch The Sky - From ""Brave""/Soundtrack",5yyqx4brn6Bm9U1Rj9ENnz,65,2012,0.372,0.641,2,-7.954,1,0.047,0.137,0.0,0.103,0.33,119.013,151400,3
Usher,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",Scream,12eMQUn2GzfsfsQLH53M19,67,2012,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693,4
Daddy Yankee,"['latin hip hop', 'reggaeton', 'trap latino']",Limbo,3pDhN3qB33AOPhQEkUCaWt,74,2012,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,224693,4
Los Inquietos Del Norte,"['musica mexicana', 'norteno']",Mi Amigo el de Arriba,2ThDyuLg8XDB0UtEEOLe7t,66,2012,0.721,0.801,7,-7.058,1,0.0648,0.417,1.31e-06,0.0739,0.649,122.327,146467,4
Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Stay Schemin,0nq6sfr8z1R5KJ4XUk396e,63,2012,0.541,0.734,7,-4.232,0,0.166,0.0621,0.0,0.12,0.321,162.304,267720,4
Pierce The Veil,[],Props & Mayhem,2SYMnBpx7zyhSDPQwoOlFO,62,2012,0.527,0.933,4,-3.035,0,0.0628,0.000269,6.8e-05,0.293,0.357,127.008,217853,4
